"Jan 24, 2018",,,,,,,,,,,,,,,9:28:03 AM,,,,,,
The University of Texas at Austin,,,,,,,,,,,,,,,,,,,,,
"Office of Institutional Reporting, Research, and Information Systems",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Flow by Major Progression Report ,,,,,,,,,,,,,,,,,,,,,
First Time in College (FTIC) Students ,,,,,,,,,,,,,,,,,,,,,
IPEDS (Fall and Summer Entrants Combined),,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
NATURAL SCIENCES,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Entering Gender: ,,,,,,,,,,,Entering Residence: ,,,,,,,,,,
Entering Ethnicity/Race: ,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Continuing Detail ,,,,,,,,,,,,,,,,,,,,,
"After One Year, After Two Years, etc. - Entering School/Major (in blue) - Ending (Flow) School/Major (in gray)",,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,
Columns - Cohort Year Semester (Entering) (Ex. 20119 = Fall 2011) by Years Lapsed > Entering School/Major > Major Short Title (Entering) > School/Major (Entering) > Flow Status > Ending (Flow) College/School  > Ending (Flow) Major Short Title > Ending (Flow) School/Major ,,,,,,,,,,,,,,,,,,,,,
Headcount,,,,,,,,20039,20049,20059,20069,20079,20089,20099,20109,20119,20129,20139,20149,20159,20169
,,,,,,NTR ENTRY-LEVEL ,E71900,,,,,,1,,1,,,,,,
,,,,,,PHYSICS (BSPHY) ,E78900,,,,,,,,1,,,,,,
,,,,,,PHYSICS ENTRY ,E78700,,,,,1,,,,,,,,,
,,,,,,UMAP ,E00400,,,,,2,1,4,1,1,,,,,
,,,,,,UNDECLARED ,E00100,,,,,2,,,3,2,,,,,
,,,,Cont - Another College,COCKRELL SCHL OF ENGINEERING,AEROSPACE (COND) ,404200,,,,,1,,,,,,,,,
,,,,,,ELECTRICAL ENGR ,434500,,,,,,,1,,,,,,,
,,,,,,PETROLEUM ENGR ,475100,,,,,,,,1,,,,,,
,,,,,COMMUNICATION,ADVERTISING ,C57200,,,,,,1,2,1,,,,,,
,,,,,,ADVERTISING LD ,C57100,,,,,,,1,,,,,,,
,,,,,,COMSTUD/CORP COM ,C94260,,,,,,1,,,,,,,,
,,,,,,CSD-SP/LG PT UD ,C95240,,,,,,,1,,,,,,,
,,,,,,RAD-TELE-FILM ,C85200,,,,,1,1,1,1,,,,,,
,,,,,,RAD-TELE-FILM LD ,C85100,,,,,,2,,2,,,,,,
,,,,,EDUCATION,ALD EC-6 CERTFTN ,335426,,,,,,1,1,,,,,,,
,,,,,,ALD-YOUTH & COMM ,335701,,,,,1,1,1,,,,,,,
,,,,,,EXERCISE SCIENCE ,372500,,,,,,,1,,,,,,,
,,,,,,HEALTH PROMOTION ,373000,,,,,,,2,,,,,,,
,,,,,,PHYS CULT/SPORTS ,373500,,,,,,,,1,,,,,,
,,,,,FINE ARTS,DESIGN (B.F.A.) ,509954,,,,,,1,1,,,,,,,
,,,,,LIBERAL ARTS,ASIAN CUL & LANG ,L12400,,,,,,,1,,,,,,,
,,,,,,ECONOMICS ,L31500,,,,,1,1,1,2,,,,,,
,,,,,,GEOGRAPHY ,L44300,,,,,,,1,,,,,,,
,,,,,,GOVERNMENT ,L47500,,,,,,1,,1,,,,,,
,,,,,,HISTORY ,L50600,,,,,1,2,,1,,,,,,
,,,,,,INTL REL/GLB STD ,L55000,,,,,,,,1,,,,,,
,,,,,,LATIN AMER STDS ,L59800,,,,,,,,1,,,,,,
,,,,,,LINGUISTICS ,L61900,,,,,1,1,,,,,,,,
,,,,,,PSYCHOLOGY (BA) ,L83500,,,,,1,,2,,,,,,,
,,,,,,RHETORIC/WRITING ,L85300,,,,,,1,,,,,,,,
,,,,,,SOCIOLOGY ,L91700,,,,,,,,1,,,,,,
,,,,,,SPN HSPANIC STDS ,L92500,,,,,,,1,,,,,,,
,,,,,,SPN LANG/TEACHNG ,L92700,,,,,,,,1,,,,,,
,,,,,,UNDECLARED ,L00100,,,,,,1,,1,,,,,,
,,,,,MCCOMBS SCHL OF BUSINESS,ACCT - PROF PGM ,200801,,,,,,,1,,,,,,,
,,,,,,FINANCE ,240900,,,,,1,,,,,,,,,
,,,,,,MANAGEMENT ,253700,,,,,1,,,,,,,,,
,,,Major Subtotal,,,,,,,,,73,91,101,121,160,193,200,281,256,
,,COMP SCI (BSA) ,E10600,Cont - Another College,LIBERAL ARTS,INTL REL/GLB STD ,L55000,,,,,,,,,,,,1,,
,,,Major Subtotal,,,,,,,,,,,,,,,,1,,
,,COMPUTER SCIS BA ,E27700,Cont - Another College,LIBERAL ARTS,GEOGRAPHY ,L44300,,,,1,,,,,,,,,,
,,,Major Subtotal,,,,,,,,1,,,,,,,,,,
,,COMPUTER SCIS BS ,E27800,Continuing - Same Major,NATURAL SCIENCES,COMPUTER SCIS BS ,E27800,4,,,,,,,,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,COMPUTER SCIS BA ,E27700,1,,,,,,,,,,,,,
,,,,,,CS (BSCS TURING) ,E28100,22,,,,,,,,,,,,,
,,,,,,M BS PURE MATH ,E65700,2,,,,,,,,,,,,,
,,,,Cont - Another College,COMMUNICATION,RAD-TELE-FILM ,C85200,1,,,,,,,,,,,,,
,,,,,EDUCATION,ALD-GENERALIST ,335416,1,,,,,,,,,,,,,
,,,,,LIBERAL ARTS,ASIAN CUL & LANG ,L12400,1,,,,,,,,,,,,,
,,,,,MCCOMBS SCHL OF BUSINESS,MGMT INFO SYSTMS ,264000,1,,,,,,,,,,,,,
,,,Major Subtotal,,,,,33,,,,,,,,,,,,,
,,CS (BSCS TURING) ,E28800,Continuing - Same Major,NATURAL SCIENCES,CS (BSCS TURING) ,E28800,,,,,,,,,29,33,24,40,36,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIOCHEM (BSA) ,E10300,,,,,,,,,,,,,1,
,,,,,,BIOLOGY ENTRY ,E13900,,,,,,,,,1,,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,,,,1,,1,
,,,,,,CS BS INTEGRATED ,E29000,,,,,,,,,,,1,,,
,,,,Cont - Another College,MCCOMBS SCHL OF BUSINESS,FINANCE ,240900,,,,,,,,,1,,,,,
,,,E28100,Continuing - Same Major,NATURAL SCIENCES,CS (BSCS TURING) ,E28100,,21,24,15,23,23,24,17,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,C S (BS) HONORS ,E28200,,,,1,,,,,,,,,,
,,,,,,COMPUTER SCIS BS ,E27800,,1,,3,3,1,1,,,,,,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,4,,,,,,
,,,,,,M BS ACTUARIAL ,E65400,,,,,,1,,,,,,,,
,,,,,,M BS PURE MATH ,E65700,,,1,1,,,,,,,,,,
,,,,,,MATH BS TEACHING ,E65800,,,,,,1,,,,,,,,
,,,,,,PHYSICS (BSPHY) ,E78900,,1,,,1,,,,,,,,,
,,,,,,UNDECLARED ,E00100,,,,,,,,1,,,,,,
,,,,Cont - Another College,ARCHITECTURE,ARCHITECTURE ,909200,,,1,,,,,,,,,,,
,,,,,COCKRELL SCHL OF ENGINEERING,CHEMICAL (MAJ) ,420300,,1,,,,,,,,,,,,
,,,,,EDUCATION,KINESIOLOGY SPRT ,332344,,,1,,,,,,,,,,,
,,,,,LIBERAL ARTS,ASIAN CUL & LANG ,L12400,,,,,,1,,,,,,,,
,,,,,,ECONOMICS ,L31500,,,1,,,,,,,,,,,
,,,,,,ENGLISH ,L39300,,,,1,,,,,,,,,,
,,,,,,GEOGRAPHY ,L44300,,,1,,,,,,,,,,,
,,,,,,GOVERNMENT ,L47500,,,1,,,,,,,,,,,
,,,,,,PHILOSOPHY ,L76400,,,,1,1,,,,,,,,,
,,,,,,PLAN II HONORS ,L79500,,,,1,,,,,,,,,,
,,,Major Subtotal,,,,,,24,30,23,28,27,25,22,31,33,26,40,38,
,Yrs. Lapsed Subtotal,,,,,,,33,24,30,25,102,119,129,144,191,229,235,331,296,
After Three Years,Entering School/Major,C S (BS) HONORS ,E28900,Continuing - Same Major,NATURAL SCIENCES,C S (BS) HONORS ,E28900,,,,,,,,,,,2,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,COMP SCI (BSA) ,E10600,,,,,,,,,,1,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,,,,1,1,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,,,,5,,,
,,,,,,PHY BS COMPUTATN ,E80100,,,,,,,,,,1,,,,
,,,E28200,Continuing - Same Major,NATURAL SCIENCES,C S (BS) HONORS ,E28200,,,,,,,3,,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIO BS HONORS ,E15400,,,,1,,,,,,,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,1,,,,,,
,,,,,,COMPUTER SCIS BS ,E27800,,,,,1,1,,,,,,,,
,,,Major Subtotal,,,,,,,,1,1,1,3,1,,2,8,1,,
,,C S (BSA) HONORS ,E11800,Continuing - Same Major,NATURAL SCIENCES,C S (BSA) HONORS ,E11800,,,,,,,,,,,,6,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,COMPUTER SCI BS ,E28600,,,,,,,,,,,,1,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,,,,,1,,
,,,Major Subtotal,,,,,,,,,,,,,,,,8,,
,,C S ENTRY-LEVEL ,E28400,Continuing - Same Major,NATURAL SCIENCES,C S ENTRY-LEVEL ,E28400,,,,,,,,,,1,,2,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIO BS CELL/MOLC ,E14900,,,,,,,,,1,,,,,
,,,,,,BIO BSBIO COMPTN ,E15500,,,,,,,,,,1,1,,,
,,,,,,BIO BSBIO HUMAN ,E14600,,,,,,,,,,1,,,,
,,,,,,BIOCH (BSBIOCH) ,E13600,,,,,,,,,,1,1,,,
,,,,,,BIOCHEM (BSA) ,E10300,,,,,,,,,,,,1,,
,,,,,,BIOCHEM ENTRY ,E13400,,,,,,,,,1,,,,,
,,,,,,BIOLOGY (BSA) ,E10400,,,,,,,,,,1,,1,,
,,,,,,BIOLOGY ENTRY ,E13900,,,,,,,,,1,,1,,,
,,,,,,CH BS COMPUTATN ,E21200,,,,,,,,,,,,1,,
,,,,,,COMP SCI (BSA) ,E10600,,,,,,,,,11,18,38,35,,
,,,,,,COMPUTER SCI BA ,E28500,,,,,,,,,8,6,1,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,,66,100,104,169,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,,3,2,2,3,,
,,,,,,CS BS INTEGRATED ,E29000,,,,,,,,,4,5,5,4,,
,,,,,,HDF ENTRY-LEVEL ,E56000,,,,,,,,,,,1,,,
,,,,,,HM/DV/FM/SC(BSA) ,E10700,,,,,,,,,,,,1,,
,,,,,,HUMAN ECOL (BSA) ,E10800,,,,,,,,,,,1,,,
,,,,,,M BS ACTUARIAL ,E65400,,,,,,,,,1,1,1,,,
,,,,,,MATH BS MATH SCI ,E65600,,,,,,,,,,3,1,3,,
,,,,,,MATH BS TEACHING ,E65800,,,,,,,,,,,1,,,
,,,,,,MATH ENTRY-LEVEL ,E65000,,,,,,,,,1,,3,2,,
,,,,,,MATHEMATICS(BSA) ,E11000,,,,,,,,,,3,5,3,,
,,,,,,NEUROSCI (BSA) ,E11100,,,,,,,,,,,,1,,
,,,,,,NTR DIETETCS DPD ,E72000,,,,,,,,,1,,,,,
,,,,,,NTR ENTRY-LEVEL ,E71900,,,,,,,,,,,1,,,
,,,,,,NTR NUTRTNL SCIS ,E73000,,,,,,,,,,,1,,,
,,,,,,NUTRITION (BSA) ,E10900,,,,,,,,,,1,,,,
,,,,,,PHY BS RADIATION ,E80200,,,,,,,,,,1,,,,
,,,,,,PHYSICS ENTRY ,E78700,,,,,,,,,,,,1,,
,,,,,,TEXTILES (APPAR) ,E50200,,,,,,,,,,1,,,,
,,,,,,TEXTILES (MERCH) ,E50300,,,,,,,,,,,,1,,
,,,,,,,E52700,,,,,,,,,1,,,,,
,,,,,,UMAP ,E00400,,,,,,,,,2,1,1,,,
,,,,,,UNDECLARED ,E00100,,,,,,,,,5,2,2,,,
,,,,Cont - Another College,COCKRELL SCHL OF ENGINEERING,BIOMEDICAL ENGR ,414700,,,,,,,,,,,1,,,
,,,,,,CHEMICAL ENGR ,420100,,,,,,,,,,,,1,,
,,,,,,ELECT ENGR (MAJ) ,434700,,,,,,,,,,1,,,,
,,,,,,MECH ENGR (MAJ) ,466300,,,,,,,,,,1,,,,
,,,,,,MECHANICAL ENGR ,466100,,,,,,,,,,,1,,,
,,,,,,PETROLEUM (MAJ) ,475300,,,,,,,,,,1,,,,
,,,,,COMMUNICATION,ADVERTISING ,C57200,,,,,,,,,,2,1,1,,
,,,,,,COMSTUD/CORP COM ,C94260,,,,,,,,,1,,1,,,
,,,,,,CSD-SP/LG PT UD ,C95240,,,,,,,,,,1,,,,
,,,,,,JOURNALISM ,C59100,,,,,,,,,3,,,1,,
,,,,,,PUBLIC RELATIONS ,C86200,,,,,,,,,,1,,,,
,,,,,,RAD-TELE-FILM ,C85200,,,,,,,,,1,1,1,2,,
,,,,,EDUCATION,ALD-YOUTH & COMM ,335701,,,,,,,,,1,,,,,
,,,,,,EXERCISE SCIENCE ,372500,,,,,,,,,,,1,,,
,,,,,FINE ARTS,ART ENTNMNT TECH ,500200,,,,,,,,,,,,2,,
,,,,,,DANCE ,511100,,,,,,,,,,,,1,,
,,,,,JACKSON SCHL GEOSCIENCES,GEO SCI GEOPHYS ,J45900,,,,,,,,,,1,,,,
,,,,,LIBERAL ARTS,ANTHROPOLOGY ,L06200,,,,,,,,,,,1,,,
,,,,,,ECONOMICS ,L31500,,,,,,,,,4,2,5,4,,
,,,,,,ENGLISH ,L39300,,,,,,,,,,,,2,,
,,,,,,FRENCH ,L42800,,,,,,,,,,,1,,,
,,,,,,GEOGRAPHY ,L44300,,,,,,,,,,,,1,,
,,,,,,GOVERNMENT ,L47500,,,,,,,,,1,1,,,,
,,,,,,HISTORY ,L50600,,,,,,,,,4,,1,4,,
,,,,,,IBER/LAT AM LANG ,L54000,,,,,,,,,,1,,,,
,,,,,,INTL REL/GLB STD ,L55000,,,,,,,,,2,,,,,
,,,,,,LINGUISTICS ,L61900,,,,,,,,,,,1,3,,
,,,,,,PHILOSOPHY ,L76400,,,,,,,,,,,1,,,
,,,,,,PLAN II HONORS ,L79500,,,,,,,,,,1,,,,
,,,,,,PSYCH (BSPSY) ,L84000,,,,,,,,,,1,,1,,
,,,,,,PSYCHOLOGY (BA) ,L83500,,,,,,,,,,,,1,,
,,,,,,RELIGIOUS STDS ,L85000,,,,,,,,,,,,1,,
,,,,,,RHETORIC/WRITING ,L85300,,,,,,,,,1,,,,,
,,,,,,SOCIOLOGY ,L91700,,,,,,,,,,,,2,,
,,,,,,URBAN STUDIES ,L94000,,,,,,,,,,,,1,,
,,,,,MCCOMBS SCHL OF BUSINESS,ACCT - PROF PGM ,200801,,,,,,,,,,1,,,,
,,,,,,FINANCE ,240900,,,,,,,,,2,,,,,
,,,,,,MGMT INFO SYSTMS ,264000,,,,,,,,,,2,,,,
,,,,,SOCIAL WORK,SW (PRE-MAJOR) ,S91300,,,,,,,,,,2,,,,
,,,E27600,Continuing - Same Major,NATURAL SCIENCES,C S ENTRY-LEVEL ,E27600,,,,,4,2,3,1,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIO BS CELL/MOLC ,E14900,,,,,,,1,,,,,,,
,,,,,,BIO BSBIO EEB ,E14100,,,,,,,,1,,,,,,
,,,,,,BIO BSBIO HUMAN ,E14600,,,,,,,1,1,,,,,,
,,,,,,BIO BSBIO MICRO ,E14800,,,,,,,,2,,,,,,
,,,,,,BIO BSBIO NEURO ,E15000,,,,,,1,,,,,,,,
,,,,,,BIOCH (BSBIOCH) ,E13600,,,,,,,2,,,,,,,
,,,,,,BIOLOGY (BA) ,E14400,,,,,1,,,1,,,,,,
,,,,,,BIOLOGY ENTRY ,E13900,,,,,,,1,2,,,,,,
,,,,,,C S ENTRY-LEVEL ,E28400,,,,,,,,2,1,,,,,
,,,,,,CHEM (BSCH) CHEM ,E20900,,,,,1,,,1,,,,,,
,,,,,,CHEMISTRY ENTRY ,E20500,,,,,,,,1,,,,,,
,,,,,,COMP SCI (BSA) ,E10600,,,,,,,,,3,,,,,
,,,,,,COMPUTER SCI BA ,E28500,,,,,,,1,4,3,,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,1,62,6,,1,,,
,,,,,,COMPUTER SCIS BA ,E27700,,,,,8,4,4,,,,,,,
,,,,,,COMPUTER SCIS BS ,E27800,,,,,35,55,51,5,,,,,,
,,,,,,CS (BSCS TURING) ,E28100,,,,,,,1,5,,,,,,
,,,,,,CS BS INTEGRATED ,E28300,,,,,1,2,1,,,,,,,
,,,,,,,E29000,,,,,,,1,4,,,,,,
,,,,,,HDF ENTRY-LEVEL ,E56000,,,,,,,,1,,,,,,
,,,,,,M BS ACTUARIAL ,E65400,,,,,,,,,1,,,,,
,,,,,,M BS PURE MATH ,E65700,,,,,,,1,,,,,,,
,,,,,,MATH BS MATH SCI ,E65600,,,,,,,,,1,,,,,
,,,,,,MATH ENTRY-LEVEL ,E65000,,,,,,,1,,,,,,,
,,,,,,MEDICAL LAB SCI ,E66900,,,,,,,,1,,,,,,
,,,,,,NTR DIETETCS DPD ,E72000,,,,,,,,1,,,,,,
,,,,,,NTR NUTRTNL SCIS ,E73000,,,,,,1,,,,,,,,
,,,,,,PHYSICS ENTRY ,E78700,,,,,,,,1,,,,,,
,,,,,,UMAP ,E00400,,,,,,1,2,,,,,,,
,,,,,,UNDECLARED ,E00100,,,,,1,,,3,2,,,,,
,,,,Cont - Another College,COCKRELL SCHL OF ENGINEERING,AEROSPACE (MAJ) ,404300,,,,,1,,,,,,,,,
,,,,,,ELECT ENGR (MAJ) ,434700,,,,,,,1,,,,,,,
,,,,,,MECHANICAL ENGR ,466100,,,,,,1,,,,,,,,
,,,,,,PETROLEUM (MAJ) ,475300,,,,,,,,1,,,,,,
,,,,,COMMUNICATION,ADVERTISING ,C57200,,,,,,1,3,2,,,,,,
,,,,,,COMSTUD/CORP COM ,C94260,,,,,,1,1,,,,,,,
,,,,,,RAD-TELE-FILM ,C85200,,,,,1,4,3,3,,,,,,
,,,,,,RAD-TELE-FILM LD ,C85100,,,,,1,,,,,,,,,
,,,,,EDUCATION,ALD EC-6 CERTFTN ,335426,,,,,,1,1,,,,,,,
,,,,,,ALD-YOUTH & COMM ,335701,,,,,1,1,,,,,,,,
,,,,,,EXERCISE SCIENCE ,372500,,,,,,,1,,,,,,,
,,,,,,HEALTH PROMOTION ,373000,,,,,,,1,,,,,,,
,,,,,,SPORT MANAGEMENT ,374200,,,,,,,,1,,,,,,
,,,,,FINE ARTS,DESIGN (B.F.A.) ,509954,,,,,,1,1,,,,,,,
,,,,,LIBERAL ARTS,ASIAN CUL & LANG ,L12400,,,,,,,1,,,,,,,
,,,,,,ASIAN STUDIES ,L12100,,,,,1,,,,,,,,,
,,,,,,ECONOMICS ,L31500,,,,,,1,1,2,,,,,,
,,,,,,ENGLISH ,L39300,,,,,,,,1,,,,,,
,,,,,,GEOGRAPHY ,L44300,,,,,1,,1,,,,,,,
,,,,,,GOVERNMENT ,L47500,,,,,,1,1,2,,,,,,
,,,,,,HISTORY ,L50600,,,,,1,2,1,2,,,,,,
,,,,,,INTL REL/GLB STD ,L55000,,,,,,1,,1,,,,,,
,,,,,,LATIN AMER STDS ,L59800,,,,,,,,1,,,,,,
,,,,,,LINGUISTICS ,L61900,,,,,1,1,,,,,,,,
,,,,,,PSYCH (BSPSY) ,L84000,,,,,,1,,,,,,,,
,,,,,,PSYCHOLOGY (BA) ,L83500,,,,,1,,2,1,,,,,,
,,,,,,RHETORIC/WRITING ,L85300,,,,,,1,,,,,,,,
,,,,,,SOCIOLOGY ,L91700,,,,,1,,,1,,,,,,
,,,,,,SPN HSPANIC LING ,L92600,,,,,,,,1,,,,,,
,,,,,,SPN LANG/TEACHNG ,L92700,,,,,,,,1,,,,,,
,,,,,MCCOMBS SCHL OF BUSINESS,ACCT - PROF PGM ,200801,,,,,,,1,,,,,,,
,,,,,,FINANCE ,240900,,,,,1,,,,,,,,,
,,,Major Subtotal,,,,,,,,,62,84,92,119,143,169,188,256,,
,,COMP SCI (BSA) ,E10600,Cont - Another College,LIBERAL ARTS,INTL REL/GLB STD ,L55000,,,,,,,,,,,,1,,
,,,Major Subtotal,,,,,,,,,,,,,,,,1,,
,,COMPUTER SCIS BA ,E27700,Cont - Another College,LIBERAL ARTS,GEOGRAPHY ,L44300,,,,1,,,,,,,,,,
,,,Major Subtotal,,,,,,,,1,,,,,,,,,,
,,COMPUTER SCIS BS ,E27800,Continuing - Same Major,NATURAL SCIENCES,COMPUTER SCIS BS ,E27800,5,,,,,,,,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,COMPUTER SCIS BA ,E27700,1,,,,,,,,,,,,,
,,,,,,CS (BSCS TURING) ,E28100,19,,,,,,,,,,,,,
,,,,,,M BS ACTUARIAL ,E65400,1,,,,,,,,,,,,,
,,,,,,M BS PURE MATH ,E65700,1,,,,,,,,,,,,,
,,,,,,MATH BS HONORS ,E65900,1,,,,,,,,,,,,,
,,,,Cont - Another College,COMMUNICATION,RAD-TELE-FILM ,C85200,1,,,,,,,,,,,,,
,,,,,EDUCATION,ALD-GENERALIST ,335416,1,,,,,,,,,,,,,
,,,,,MCCOMBS SCHL OF BUSINESS,MGMT INFO SYSTMS ,264000,1,,,,,,,,,,,,,
,,,Major Subtotal,,,,,31,,,,,,,,,,,,,
,,CS (BSCS TURING) ,E28100,Continuing - Same Major,NATURAL SCIENCES,CS (BSCS TURING) ,E28100,,21,17,10,19,18,20,11,,,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,COMPUTER SCIS BS ,E27800,,1,5,4,5,1,2,1,,,,,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,6,,,,,,
,,,,,,CS BS INTEGRATED ,E28300,,,,2,,2,2,,,,,,,
,,,,,,,E29000,,,,,,,,1,,,,,,
,,,,,,M BS ACTUARIAL ,E65400,,,,,,1,,,,,,,,
,,,,,,M BS PURE MATH ,E65700,,1,1,1,,,,,,,,,,
,,,,,,MATH BS TEACHING ,E65800,,,,,,1,,,,,,,,
,,,,,,PHYSICS (BSPHY) ,E78900,,1,,,1,,,,,,,,,
,,,,Cont - Another College,ARCHITECTURE,ARCHITECTURE ,909200,,,1,,,,,,,,,,,
,,,,,COCKRELL SCHL OF ENGINEERING,CHEMICAL (MAJ) ,420300,,1,,,,,,,,,,,,
,,,,,EDUCATION,KINESIOLOGY SPRT ,332344,,,1,,,,,,,,,,,
,,,,,LIBERAL ARTS,ASIAN CUL & LANG ,L12400,,,,,,1,,,,,,,,
,,,,,,ECONOMICS ,L31500,,,1,,,,,1,,,,,,
,,,,,,ENGLISH ,L39300,,,,1,,1,,,,,,,,
,,,,,,GEOGRAPHY ,L44300,,,1,,,,,,,,,,,
,,,,,,GOVERNMENT ,L47500,,1,1,,,,,,,,,,,
,,,,,,PHILOSOPHY ,L76400,,,,1,1,,,,,,,,,
,,,,,,PLAN II HONORS ,L79500,,,,1,,,,,,,,,,
,,,E28800,Continuing - Same Major,NATURAL SCIENCES,CS (BSCS TURING) ,E28800,,,,,,,,,19,23,19,31,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIO BSBIO COMPTN ,E15500,,,,,,,,,1,,,,,
,,,,,,C S (BS) HONORS ,E28900,,,,,,,,,1,,,,,
,,,,,,COMPUTER SCI BA ,E28500,,,,,,,,,,1,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,,2,2,4,2,,
,,,,,,CS BS INTEGRATED ,E29000,,,,,,,,,3,1,,4,,
,,,,,,MATH ENTRY-LEVEL ,E65000,,,,,,,,,,,1,,,
,,,,Cont - Another College,MCCOMBS SCHL OF BUSINESS,FINANCE ,240900,,,,,,,,,1,,,,,
,,,Major Subtotal,,,,,,26,28,20,26,25,24,20,27,27,24,37,,
,Yrs. Lapsed Subtotal,,,,,,,31,26,28,22,89,110,119,140,170,198,220,303,,
After Four Years,Entering School/Major,C S (BS) HONORS ,E28900,Cont in Another Major - Same College,NATURAL SCIENCES,MATH BS MATH SCI ,E65600,,,,,,,,,,1,,,,
,,,E28200,Cont in Another Major - Same College,NATURAL SCIENCES,COMPUTER SCI BS ,E28600,,,,,,,,1,,,,,,
,,,Major Subtotal,,,,,,,,,,,,1,,1,,,,
,,C S ENTRY-LEVEL ,E28400,Continuing - Same Major,NATURAL SCIENCES,C S ENTRY-LEVEL ,E28400,,,,,,,,,,2,,,,
,,,,Cont in Another Major - Same College,NATURAL SCIENCES,BIO BS CELL/MOLC ,E14900,,,,,,,,,1,,,,,
,,,,,,BIO BSBIO COMPTN ,E15500,,,,,,,,,,1,1,,,
,,,,,,BIO BSBIO HUMAN ,E14600,,,,,,,,,,1,,,,
,,,,,,BIOCHEM (BSA) ,E10300,,,,,,,,,1,,,,,
,,,,,,BIOLOGY (BSA) ,E10400,,,,,,,,,,,1,,,
,,,,,,BIOLOGY ENTRY ,E13900,,,,,,,,,2,,,,,
,,,,,,COMP SCI (BSA) ,E10600,,,,,,,,,8,8,13,,,
,,,,,,COMPUTER SCI BA ,E28500,,,,,,,,,1,3,,,,
,,,,,,COMPUTER SCI BS ,E28600,,,,,,,,,19,28,21,,,
,,,,,,CS (BSCS TURING) ,E28800,,,,,,,,,,,1,,,
,,,,,,HM/DV/FM/SC(BSA) ,E10700,,,,,,,,,,,1,,,
,,,,,,HUMAN ECOL (BSA) ,E10800,,,,,,,,,,,1,,,
,,,,,,M BS ACTUARIAL ,E65400,,,,,,,,,,2,,,,
,,,,,,MATH BS MATH SCI ,E65600,,,,,,,,,1,,1,,,
,,,,,,MATH ENTRY-LEVEL ,E65000,,,,,,,,,,,2,,,
,,,,,,MATHEMATICS(BSA) ,E11000,,,,,,,,,,3,5,,,
,,,,,,NTR DIETETCS DPD ,E72000,,,,,,,,,1,,1,,,
,,,,,,PHY BS RADIATION ,E80200,,,,,,,,,,1,,,,
,,,,,,TEXTILES (APPAR) ,E50200,,,,,,,,,,1,1,,,
,,,,,,TEXTILES (MERCH) ,E52700,,,,,,,,,1,,,,,
,,,,,,UNDECLARED ,E00100,,,,,,,,,1,,,,,
,,,,Cont - Another College,COCKRELL SCHL OF ENGINEERING,BIOMEDICAL ENGR ,414700,,,,,,,,,,,1,,,
,,,,,,MECHANICAL ENGR ,466100,,,,,,,,,,,1,,,
,,,,,COMMUNICATION,COMSTUD/CORP COM ,C94260,,,,,,,,,1,,,,,
,,,,,,CSD-SP/LG PT UD ,C95240,,,,,,,,,,1,,,,
,,,,,,JOURNALISM ,C59100,,,,,,,,,2,,,,,
,,,,,,RAD-TELE-FILM ,C85200,,,,,,,,,,,1,,,
,,,,,LIBERAL ARTS,ECONOMICS ,L31500,,,,,,,,,4,2,2,,,
,,,,,,ENGLISH ,L39300,,,,,,,,,,,1,,,
,,,,,,FRENCH ,L42800,,,,,,,,,,,1,,,
,,,,,,GOVERNMENT ,L47500,,,,,,,,,1,,2,,,
,,,,,,HISTORY ,L50600,,,,,,,,,2,2,,,,
,,,,,,IBER/LAT AM LANG ,L54000,,,,,,,,,,1,,,,
,,,,,,INTL REL/GLB STD ,L55000,,,,,,,,,2,,,,,
